CustomerNumber|LastInvoiceDate|Billed 0-30|31-60|61-90|91-120|121+ |POR|RepID|ProcessThruDate
N116450|2019-06-05|36.23|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116454|2019-06-10|4.68|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116458|2019-06-13|-235.83|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116459|2019-05-23|173.56|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116471|2019-05-19|124.46|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116479|2019-06-05|12.79|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116481|2019-05-28|52.01|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116482|2019-06-13|53.44|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116484|2019-06-11|73.65|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116495|2019-05-29|52.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116504|2019-06-05|30.76|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116505|2019-06-04|264.52|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116508|2019-05-31|3153.68|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116510|2019-05-19|137.33|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116511|2019-06-05|14.58|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116525|2019-05-25|2.00|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116530|2019-06-04|915.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116532|2019-06-13|221.60|461.12|317.36|461.67|0.00|1|6|2019-06-17 03:59:59
N116536|2019-05-23|115.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116552|2019-05-15|34.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116558|2019-06-04|84.70|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116565|2019-05-17|16.08|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116581|2019-05-15|15.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116582|2019-06-04|19.97|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116592|2019-06-14|97.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116666|2019-05-24|120.75|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116672|2019-05-19|55.74|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116684|2019-06-04|209.01|124.07|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116693|2019-06-12|181.04|201.35|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116697|2019-06-13|102.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116716|2019-05-22|242.90|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116720|2019-05-19|407.32|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116731|2019-05-21|115.56|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116740|2019-06-07|122.05|86.33|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116759|2019-06-10|49.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116774|2019-05-29|182.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116775|2019-05-22|119.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116779|2019-05-29|77.69|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116782|2019-06-07|1302.90|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116783|2019-06-01|15.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116786|2019-05-30|1210.08|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116799|2019-05-30|247.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116811|2019-06-10|95.20|0.00|0.00|33.79|478.85|1|6|2019-06-17 03:59:59
N116827|2019-06-10|226.93|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116846|2019-06-12|19.08|45.40|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116870|2019-06-05|70.88|397.89|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116874|2019-06-13|9.22|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116876|2019-06-09|433.45|567.52|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116896|2019-06-13|22.72|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116902|2019-06-10|1.97|1.32|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116905|2019-06-11|28.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116952|2019-05-29|132.26|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116954|2019-06-13|105.75|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116962|2019-05-15|615.60|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116974|2019-05-23|30.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116981|2019-06-08|10.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116986|2019-06-03|334.32|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116987|2019-06-14|15.68|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116989|2019-05-30|16.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N116992|2019-05-16|71.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117004|2019-05-21|474.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117006|2019-06-01|206.41|225.21|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117008|2019-06-06|66.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117012|2019-05-21|69.71|87.00|103.54|0.00|0.00|1|6|2019-06-17 03:59:59
N117013|2019-05-23|92.89|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117014|2019-06-05|137.55|110.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117016|2019-05-31|203.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117018|2019-06-06|47.86|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117022|2019-05-30|1.48|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117032|2019-06-14|969.87|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117035|2019-05-30|24.72|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117039|2019-06-07|41.76|13.18|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117059|2019-06-02|21.73|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117060|2019-05-31|581.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117062|2019-06-12|58.56|40.75|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117068|2019-06-02|150.71|115.32|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117079|2019-06-06|1646.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117086|2019-06-10|94.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117087|2019-05-16|2.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117097|2019-05-28|78.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117101|2019-05-31|116.33|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117110|2019-05-29|149.95|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117113|2019-06-05|29.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117132|2019-06-05|23.86|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117169|2019-05-23|7.24|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117179|2019-06-05|2.79|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117183|2019-05-30|11.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117187|2019-06-06|12.85|15.09|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117188|2019-06-12|12.39|71.78|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117197|2019-06-04|55.33|38.73|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117199|2019-06-13|172.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117223|2019-06-12|2.63|3.29|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117229|2019-06-07|57.76|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117236|2019-05-29|52.54|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117244|2019-05-30|16.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117251|2019-05-22|182.82|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117291|2019-06-13|1074.40|605.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117301|2019-06-03|73.84|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117316|2019-05-31|63.10|128.62|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117326|2019-05-15|930.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117332|2019-05-30|253.15|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117340|2019-06-05|144.72|110.01|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117342|2019-06-05|431.29|313.07|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117367|2019-05-25|5.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117369|2019-06-12|464.41|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117371|2019-05-30|2.00|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117396|2019-06-04|13.21|8.72|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117400|2019-05-21|129.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117407|2019-06-06|14.68|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117428|2019-06-14|56.91|167.95|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117443|2015-12-01|0.00|0.00|0.00|0.00|43.26|1|6|2019-06-17 03:59:59
N117449|2019-05-17|152.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117457|2019-05-30|115.50|37.18|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117459|2019-06-10|787.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117461|2019-05-26|23.46|135.78|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117469|2019-05-31|7.19|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117470|2019-06-07|88.24|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117473|2019-06-11|14.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117474|2019-06-11|14.27|16.81|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117476|2019-05-28|108.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117483|2019-05-29|81.05|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117486|2019-05-22|15.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117496|2019-05-29|39.94|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117501|2019-05-29|84.16|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117511|2019-06-10|401.29|381.95|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117512|2019-06-01|130.26|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117567|2019-06-07|204.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117580|2019-06-01|162.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117594|2019-05-29|74.49|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117600|2019-06-14|202.11|233.86|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117604|2019-06-05|4726.60|204.44|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117607|2019-05-18|422.98|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117624|2019-05-30|2.75|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117626|2019-06-11|22.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117628|2019-05-29|167.67|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117629|2019-06-07|249.60|225.80|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117632|2019-06-05|214.49|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117637|2019-06-01|90.39|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117656|2019-06-07|1555.25|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117661|2019-05-22|4.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117662|2019-06-12|149.67|101.04|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117663|2019-06-11|472.84|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117673|2019-05-30|48.38|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117677|2019-06-13|159.08|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117695|2019-06-07|1557.36|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117710|2019-06-04|498.74|15.38|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117711|2019-06-02|0.70|0.39|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117712|2019-06-08|172.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117732|2019-05-31|297.90|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117742|2019-05-25|46.57|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117745|2019-05-25|1224.78|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117755|2019-06-11|296.92|289.93|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117758|2019-11-07|327.97|63.61|180.34|0.00|0.00|1|6|2019-06-17 03:59:59
N117761|2019-06-12|127.93|5.14|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117763|2019-05-23|4.76|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117768|2019-06-12|41.91|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117769|2019-06-11|271.48|238.69|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117787|2019-05-21|19.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117812|2019-06-01|35.65|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117823|2019-05-31|8.89|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117826|2019-06-06|67.02|59.19|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117832|2019-06-12|2.00|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117839|2019-06-04|167.82|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117860|2019-05-17|539.96|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117861|2019-06-04|13.82|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117864|2019-06-07|330.82|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117868|2019-05-29|111.83|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117872|2019-05-30|73.27|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117878|2019-06-14|3063.86|1127.83|3913.22|26.27|115.19|1|6|2019-06-17 03:59:59
N117880|2019-05-16|261.28|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117889|2019-06-14|1158.81|576.30|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117893|2019-06-05|208.61|159.20|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117897|2019-05-09|0.00|1.40|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117902|2019-06-06|165.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117906|2019-06-08|10.69|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117908|2019-05-18|24.77|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117921|2019-05-26|6.61|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117923|2019-05-17|116.12|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117925|2019-06-05|2.64|1.75|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117964|2019-06-13|5.31|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117974|2019-05-29|125.16|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117982|2019-05-16|-992.00|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117986|2019-05-17|141.40|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N117990|2019-05-19|145.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118000|2019-06-06|37.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118012|2019-05-31|82.81|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118026|2019-06-07|30.76|82.76|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118035|2019-06-11|14.00|9.09|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118039|2019-06-06|37.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118041|2019-05-29|220.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118052|2019-06-01|26.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118054|2019-05-29|14.38|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118057|2019-06-04|12.02|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118067|2019-06-05|52.99|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118105|2019-06-05|270.82|231.49|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118107|2019-06-03|505.51|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118111|2019-06-04|2.80|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118112|2019-06-05|108.23|103.05|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118122|2019-06-06|171.01|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118126|2019-06-04|86.78|145.98|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118129|2019-05-22|28.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118138|2019-05-21|704.11|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118141|2019-06-04|347.50|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118150|2019-06-05|139.10|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118161|2019-05-26|851.15|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118167|2019-06-02|8.85|8.57|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118174|2019-05-16|18.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118175|2019-06-14|845.39|331.78|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118179|2019-06-04|110.95|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118182|2019-05-16|193.83|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118199|2019-06-05|197.08|78.45|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118205|2019-06-13|1.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118213|2019-05-31|11.98|97.04|880.54|0.00|0.00|1|6|2019-06-17 03:59:59
N118217|2019-06-14|776.63|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118218|2019-06-12|27.02|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118232|2019-05-23|10.53|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118250|2019-06-11|95.73|59.76|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118261|2019-06-07|3.52|4.56|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118269|2019-06-11|555.42|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118271|2019-06-06|218.58|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118272|2019-05-31|858.01|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118275|2019-05-18|37.05|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118278|2019-06-04|20.74|29.45|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118350|2019-05-20|120.16|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118351|2019-05-10|0.00|6.58|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118363|2019-06-13|121.05|137.63|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118365|2019-05-25|215.71|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118366|2019-06-05|36.29|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118370|2019-06-11|20.12|1.93|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118371|2019-06-03|71.83|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118372|2019-06-13|325.82|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118380|2019-06-14|245.65|17.92|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118381|2019-06-07|273.23|27.26|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118382|2019-06-11|26.19|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118383|2019-05-31|68.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118397|2019-06-04|268.46|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118414|2019-05-30|2.30|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118421|2019-05-28|364.14|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118437|2019-06-12|116.59|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118471|2019-05-23|10.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118474|2019-05-29|40.17|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118480|2019-05-30|123.76|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118487|2019-05-24|26.13|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118491|2019-06-13|89.84|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118501|2019-05-30|23.04|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118505|2019-06-12|9.36|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118516|2019-06-11|715.09|673.02|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118526|2019-05-31|245.07|167.01|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118539|2019-05-28|59.60|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118541|2019-05-26|156.25|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118542|2019-06-08|25.38|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118549|2019-06-08|233.86|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118555|2019-05-25|8.18|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118558|2019-05-29|90.69|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118570|2019-06-05|17.28|15.04|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118581|2019-06-06|59.11|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118590|2019-05-23|39.95|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118602|2019-06-01|3.34|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118621|2019-06-14|29.01|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118625|2019-06-04|30.18|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118629|2019-06-11|155.42|116.05|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118631|2019-05-28|71.88|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118647|2019-06-13|64.33|25.58|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118663|2019-06-10|787.43|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118664|2019-06-12|152.63|284.58|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118668|2019-05-19|280.35|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118675|2019-05-26|302.33|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118677|2019-06-03|72.61|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118727|2019-06-05|161.47|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118731|2019-05-31|105.71|25.16|156.59|0.00|0.00|1|6|2019-06-17 03:59:59
N118746|2019-06-14|151.70|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118754|2019-06-11|951.21|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118769|2019-06-11|59.91|7.68|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118777|2019-06-06|116.13|108.99|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118809|2019-06-13|458.59|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118814|2019-06-13|8.24|40.10|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118815|2019-05-30|64.20|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118824|2019-05-30|164.44|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118826|2019-06-14|68.69|0.00|66.34|0.00|0.00|1|6|2019-06-17 03:59:59
N118830|2019-05-19|8.79|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118832|2019-06-03|3.59|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118835|2019-06-07|127.04|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118844|2019-05-21|4202.16|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118845|2019-05-29|242.86|0.00|0.00|0.00|232.68|1|6|2019-06-17 03:59:59
N118860|2019-06-13|300.87|258.10|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118872|2019-06-13|100.28|0.00|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118879|2019-06-10|203.75|15.76|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118888|2019-06-02|705.42|772.15|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118890|2019-06-05|219.83|189.85|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
N118891|2019-06-13|238.60|200.55|0.00|0.00|0.00|1|6|2019-06-17 03:59:59
